Original Sort Order,Level 0,Level 1,Level 2,Check,Level 3a,Level 4,Count,Domain,COMMENTS,Decision
875,,IR,"Ironwood, Iron, Iâwood",NO,Ironwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
927,,WU,"Water beech, Water beach",YES,Ironwood,,,Upper Midwest,This is from David's assignments - just want Charlie to confirm.,
867,,HB,,YES,Ironwood,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.,
789,,SU,"Birdâs Eye maple, Hrd maple, Rock maple, Sugar, Sugar maple",NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
884,,LM,Black maple,NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
828,,BX,Boxelder,NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
799,,MA,Maple,NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Maple,Maple,,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
856,,RM,"Red maple, R maple",NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
904,,RV,River maple,NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
909,,SL,S Maple,NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
794,,SM,Soft maple,NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
911,,SR,Sugar tree,NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
924,,WM,"White maple, W maple, Wht maple",NO,Maple,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
848,,BD,"Boulder, rock (large stone used as a witness tree)",NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
870,,HM,"Home, House",NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
888,,ML,Mill,NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
886,,MD,Mound,NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
843,,NO,No tree around or similar quotation in place of species listing,NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
891,,NL,None listedâno trees are listed in notes,NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,NonTree,NonTree,,No tree,,,Upper Midwest,,
897,,PT,Post (a post is used as a witness tree),NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
908,,SG,Spring of pure water,NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
899,,QQ,Water,NO,No tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
882,,LJ,Black jack,NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
885,,LO,"Black oak, B oak, Blk oak",NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
827,,BO,"Bur oak, Br oak, Burr oak",NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
796,,JO,"Jack oak, J oak Jk oak, Yellow oak, Pin oak, Spanish oak",NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Oak,Oak,,Oak,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.,
797,,OA,Oak (undifferentiated),NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
793,,RO,"Red oak, R oak",NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
791,,UO,"Scrub oak, Shrub oak",NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
894,,PK,Swamp burr oak,NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
910,,SO,"Swamp oak, S oak",NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
912,,SW,Swamp white oak,NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
915,,TO,Water oak,NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
783,,WO,"White oak, W oak, Wht oak",NO,Oak,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
860,,BK,,YES (look up Mladenoff DB),Oak,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.,
841,,AP,Apple,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
852,,CR,"Crab apple, Crab",NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Hardwood undif.,Hardwood undif.,,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
868,,HF,Haw,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
874,,HW,Hawthorn,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
879,Black haw,LA,Hawthorn,YES (look up Mladenoff DB),Other hardwood,,,Upper Midwest,JW: Charlie - any guesses about black haw?,
902,Red haw,RH,Hawthorn,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
869,,HL,Hickory elm,YES,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change; JP - what shoudl Level 3a be?,
934,,YC,May cherry,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
890,,MT,Mountain ash,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
855,,PL,Plum,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
893,,PA,Prickley ash,YES,Other hardwood,,,Upper Midwest,"JW: 'prickley ash' today refers to Aralia spinosa, found in SE US.  But this shouldn't be  in upper midwest",
,,Rose.Tree,Rose.Tree,,Other hardwood,,,Upper Midwest,,
914,,TN,Thorn apple,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
845,,TH,Thorn tree,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
926,,WT,"White thorn, W thorn",NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
873,,HT,,YES (look up Mladenoff DB),Other hardwood,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.  Seems like a reasonable  guess.,
887,,MH,,YES,Other hardwood,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.,
921,,WH,,NO,Other hardwood,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
835,,BC,Black (undifferentiated),YES,Other hardwood,,,Upper Midwest,,
916,,TP,Bastard pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
801,,JP,"Black pine, Jack pine, J pine, Jk pine, Pitch pine, P Pine",NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
935,,YP,Dry pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
814,,DP,Dwarf pine,,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
865,,GP,Gray pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
872,,HP,Hard pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
792,,RP,"Norway pine, N pine, Yellow pine, Y pine, Sugar pine, Red pine, R pine",NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Pine,Pine,,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
795,,PI,Pine (undifferentiated),NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
896,,PP,Princess pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
895,,PN,S Pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
906,,SC,Scrub pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
800,,PS,Spruce pine (one case of spruce fir),NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
898,,QP,Squaw pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
913,,SZ,Swamp pine,NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
782,,WP,"White pine, W pine Wht pine",NO,Pine,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
919,,UP,,YES (look up Mladenoff DB),Pine,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.  Seems like a reasonable  guess.,
839,,AS,Aspen,NO,Poplar,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
838,,BG,Balsam poplar,NO,Poplar,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
822,,CO,"Cottonwood, Cotton",NO,Poplar,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
922,,WJ,White poplar,NO,Poplar,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Poplar,Poplar,,Poplar/tulip poplar,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Spruce,Spruce,,Spruce,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.,
790,,SP,Spruce (undifferentiated),NO,Spruce,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
925,,WS,"White spruce, W spruce, Wht spruce",NO,Spruce,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
849,,BS,,YES (look up Mladenoff DB),Spruce,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.,
889,,MS,,YES (look up Mladenoff DB),Spruce,,,Upper Midwest,JW: Someone else did  this 3A assignment.  No level 2 info available.,
788,,SY,Sycamore,NO,Sycamore,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Sycamore,Sycamore,,Sycamore,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
936,,YS,Sycamore,NO,Sycamore,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
825,,BT,,NO,Sycamore,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
787,,TA,Larch,NO,Tamarack,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Tamarack,Tamarack,,Tamarack,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Tulip poplar,Tulip poplar,,Tulip poplar,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
929,,WW,Whitewood,NO,Tulip poplar,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
932,,XB,"Corner does not exist, ie irregular township",NO,Unknown tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
931,,XA,"Corner exists but is missing on film, ie pages missing from notebook",NO,Unknown tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
933,,XC,Corner in a private claim or Indian reservation,NO,Unknown tree,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
803,,XX,Indeterminable,YES,Unknown tree,,,Upper Midwest,3a Coding question:  Are we using ******* as the 'unknown' code?; JP I changed level 3a from ****** to Unknown 1-31-14,
798,,9999,Unknown,YES,Unknown tree,,,Upper Midwest,3a Coding question:  Are we using ******* as the 'unknown' code?; JP I changed level 3a from ****** to Unknown 1-31-14,
857,,_,,NO,Unknown tree,,,Upper Midwest,JP: I changed level 2 from ****** to Unknown 1-31-14,
850,,BW,"Black walnut, B walnut, Blk walnut, Walnut",NO,Walnut,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
826,,BU,"Butternut, Bânut, White walnut, W walnut",NO,Walnut,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Walnut,Walnut,,Walnut,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
878,,KW,Black willow,NO,Willow,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
905,,RW,Red willow,NO,Willow,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
892,,OW,"Rose willow, roze willow",NO,Willow,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
928,,WV,Water willow,NO,Willow,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
781,,WI,Willow,NO,Willow,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
,,Willow,Willow,,Willow,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
937,,YW,Yellow willow,NO,Willow,,,Upper Midwest,JW&SG: David Mladenoff has already done these level 2 assignments and 2-letter coding - don't change,
844,,AM,,YES (look up Mladenoff DB),,,,Upper Midwest,,
837,,BF,,YES (look up Mladenoff DB),,,,Upper Midwest,,
830,,BM,,YES (look up Mladenoff DB),,,,Upper Midwest,,
821,,DA,,YES (look up Mladenoff DB),,,,Upper Midwest,,
820,,DB,,YES (look up Mladenoff DB),,,,Upper Midwest,,
818,,DC,,YES (look up Mladenoff DB),,,,Upper Midwest,,
817,,DF,,YES (look up Mladenoff DB),,,,Upper Midwest,,
816,,DH,,YES (look up Mladenoff DB),,,,Upper Midwest,,
853,,DI,,YES (look up Mladenoff DB),,,,Upper Midwest,,
819,,DK,,YES (look up Mladenoff DB),,,,Upper Midwest,,
815,,DM,,YES (look up Mladenoff DB),,,,Upper Midwest,,
846,,DR,,YES (look up Mladenoff DB),,,,Upper Midwest,,
813,,DS,,YES (look up Mladenoff DB),,,,Upper Midwest,,
811,,DT,,YES (look up Mladenoff DB),,,,Upper Midwest,,
812,,DU,,YES (look up Mladenoff DB),,,,Upper Midwest,,
854,,GB,,YES (look up Mladenoff DB),,,,Upper Midwest,,
810,,WD,,YES (look up Mladenoff DB),,,,Upper Midwest,,
